SCHEMES,FUND NAME, A U M,LAUNCH DATE,1 DAY,7 DAY,15 DAY,30 DAY,3 MONTH,6 MONTH,1 YEAR,2 YEAR,3 YEAR,5 YEAR,7 YEAR,10 YEAR,15 YEAR,20 YEAR,25 YEAR,SINCE INCEPTION RETURN,FUND RAT,CATEGORY,CURRENT NAV,ALPHA,BETA,MEAN,STANDARD DEV,SHARPE RATIO,SORTI I NO,FUND MANAGER,AVG MAT,MODIFIED DURATION,YTM,PURCHASE MIN AMOUNT,SIP MIN AMOUNT,LARGE CAP,MID CAP,SMALL CAP,PB RATIO,PE RATIO,EXIT LOAD, EQUITY(%), DEBT(%), GOLD(%), GLOBAL EQUITY(%), OTHER(%),RS QUARD,EXPENSE RATIO,SOV,A,AA,AAA,BIG,CASH,DOWNSIDE DEVIATION,DOWNSIDE PROBABILITY
Tata BSE Quality Index Fund Reg (G),Tata Mutual Fund,49,03-04-2025,0.75,0.96,1.29,1.07,5.94,2.11,,,,,,,,,,20.25,0,Equity: Index,11.3175,,,,,,,Nitin Bharat Sharma,,,,1000,100,54.79,42.46,2.75,8.27,23.39,0.25% for redemption within 15 days,100,0,0,0,0,,1.09,,,,,,,,
Tata BSE Select Business Groups Index Fund Reg (G),Tata Mutual Fund,220,12-12-2024,0.29,2.07,0.76,2.88,8.13,5.32,,,,,,,,,,4.44,0,Equity: Index,10.4133,,,,,,,Nitin Bharat Sharma,,,,1000,100,93.7,2.95,2.86,3.76,28.88,0.25% for redemption within 15 days,99.5,0.5,0,0,0,,1.08,,,,,,0.5,,
TATA BSE Sensex Index Fund Regular Plan,Tata Mutual Fund,414,25-02-2003,0.45,1.66,1.21,1.26,5.42,3.83,10.07,14.2,11.85,14.45,13.65,13.03,10.4,11.97,,15.13,2,Equity: Index,213.5374,-2.03,0.91,12.03,11.25,0.51,0.85,Nitin Bharat Sharma,,,,1000,150,99.39,0,0.55,3.77,24.26,0.25% for redemption within 7 days,99.94,0.06,0,0,0,,0.58,,,,,,0.06,11.7201,47.3613
Tata Business Cycle Fund Reg (G),Tata Mutual Fund,2915,04-08-2021,0.55,1.2,0.23,2.04,3.96,3.71,3.64,15.16,17.78,,,,,,,16.42,0,Equity: Thematic,19.1967,2.05,0.96,17.62,13.06,0.87,1.29,Hasmukh Vishariya,,,,1000,100,55.29,16.57,25.89,3.26,28.43,0.5% for redemption within 30 days,97.75,2.25,0,0,0,,1.91,,,,,,2.25,,
Tata Childrens Fund Reg (G),Tata Mutual Fund,365,14-10-1995,0.45,1.46,1.09,1.71,3.47,1.25,4.38,11.42,13.22,16.33,14.47,11.47,10.98,10.49,,10.98,3,Solution: Children Equity,62.0249,-2.16,0.91,12.94,12.44,0.54,0.82,Rahul Singh,,,,500,500,50.78,10.1,34.06,3.15,23.03,For Redemption or switch out of units before the attainment of retirement age i.e 18 years,94.94,3.18,0,0,1.88,,2.59,,,,,,3.18,16.3224,48.5095
Tata Corporate Bond Fund Reg (G),Tata Mutual Fund,4240,01-12-2021,0.02,-0.01,0.25,0.29,1.43,2.14,7.65,7.9,7.53,,,,,,,6.11,3,Debt: Corporate Bond,12.6493,0.66,0.68,7.39,1.22,0.92,1.22,Murthy Nagarajan,5.98,4.06,7.19,1000,150,0,0,0,0,0,0,0,100,0,0,0,,0.86,21.16,,8.88,64.49,,5.47,,
Tata CRISIL-IBX Gilt Index April 2026 Index Fund Reg (G),Tata Mutual Fund,895,30-09-2022,0.05,0.12,0.28,0.44,1.36,2.83,6.91,7.17,6.96,,,,,,,7.12,0,Debt: Medium Duration,12.407,4.31,2.1,6.97,0.87,0.81,1.33,Amit Somani,0.58,0.57,5.69,1000,500,0,0,0,0,0,0,0,100,0,0,0,,0.35,97.24,,,,,2.76,,
Tata Digital India Fund Reg Plan (G),Tata Mutual Fund,11794,28-12-2015,0.7,2.28,1.37,3.54,3.95,0.63,-8.76,12.43,13.23,18.43,19.12,,,,,17.08,0,Equity: Sectoral,47.6103,4.56,0.87,14.4,17.3,0.47,0.8,Hasmukh Vishariya,,,,1000,100,65.66,13.53,18.37,5.97,28.11,0.25% for redemption within 30 days,97.56,2.44,0,0,0,,1.68,,,,,,2.44,,
Tata Dividend Yield Fund Reg (G),Tata Mutual Fund,1016,20-05-2021,0.46,1.39,1.02,2.82,7.84,7.43,9.94,16.07,18.07,,,,,,,15.23,0,Equity: Dividend Yield,18.9238,1.39,1.02,17.53,13.96,0.81,1.22,Hasmukh Vishariya,,,,0,0,51.9,26.58,18.36,3.36,23.51,0.5% for redemption within 30 days,96.84,3.16,0,0,0,,2.16,,,,,0.35,2.81,,
Tata ELSS Fund Reg (G),Tata Mutual Fund,4717,31-03-1996,0.66,2,1.7,2.55,6.68,6.45,7.82,17.3,15.52,18.11,15.74,14.59,,,,14.79,2,Equity: ELSS,46.2536,-0.47,0.97,15.18,13.16,0.68,1.05,Sailesh Jain,,,,500,500,60.65,13.29,22.84,3.3,22.28,0,96.78,3.22,0,0,0,,1.82,,,,,,3.22,13.098,44.249
Tata Equity Savings Fund Reg (G),Tata Mutual Fund,272,26-04-1997,0.13,0.46,0.62,0.69,2.05,3,7.35,10.76,9.77,9.32,8.76,7.81,7.66,7.36,,7.48,3,Hybrid: Equity Savings,56.298,1.08,0.46,9.46,3.55,0.9,1.49,Tapan Patel,3.35,2.56,6.54,1000,100,17.52,2.02,0.25,3.19,22.57,0.25% for redemption within 7 days,19.79,80.21,0,0,0,,1.13,38.45,,,,12.99,28.77,3.197,44.7761
Tata Ethical Fund Reg (G),Tata Mutual Fund,3698,24-05-1996,0.37,1.4,1.11,1.65,3.61,1.45,-1.91,9.76,11.34,16.09,14.22,11.78,12.13,13.81,,18.22,0,Equity: Thematic,387.0396,-3.77,0.9,11.24,12.97,0.38,0.5,Abhinav Sharma,,,,1000,100,45.54,28.8,17.44,4.08,27.9,0.5% for redemption within 90 days,91.78,8.22,0,0,0,,1.9,,,,,,8.22,10.4479,44.6549
Tata Flexi Cap Fund (G),Tata Mutual Fund,3618,06-09-2018,0.27,0.86,0.14,0.28,4.44,3.86,10.18,15.6,16.25,15.97,14.08,,,,,13.38,3,Equity: Flexi Cap,24.874,1.48,0.81,15.59,11.31,0.82,1.46,Anand V Sharma,,,,0,100,66.17,11.21,14.53,3.43,26.99,0.5% for redemption within 30 days,91.91,6.31,0,0,1.78,,1.89,,,,,,6.31,,
Tata Floating Rate Fund Reg (G),Tata Mutual Fund,139,07-07-2021,0.05,0.14,0.34,0.49,1.71,2.72,7.93,7.72,7.42,,,,,,,6.35,2,Debt: Floater,13.0852,3.95,1.79,7.14,1,0.87,1.16,Akhil Mittal,5.74,2.84,7.22,1000,150,0,0,0,0,0,0,0,100,0,0,0,,0.72,22.1,3.64,7.31,53.13,,13.82,,
Tata Focused Fund Reg (G),Tata Mutual Fund,1866,05-12-2019,0.07,1.6,0.53,0.84,3,4.45,2.96,14.7,14.6,17.74,,,,,,15.72,3,Equity: Focused,23.8635,-0.37,0.91,14.67,12.52,0.67,0.94,Anand V Sharma,,,,0,100,67.26,11.11,13.02,3.35,24.38,0.5% for redemption within 30 days,91.39,8,0,0,0.61,,2.04,,,,,,8,,
Tata Gilt Securities Fund (G),Tata Mutual Fund,1339,06-09-1999,-0.08,-0.49,-0.41,-1.36,-0.26,-1.69,4.93,6.54,6.59,4.64,6.32,6.24,7.12,6.5,7.9,8.09,4,Debt: Gilt Fund,77.8515,-1.35,0.83,6.63,3.18,0.11,0.14,Akhil Mittal,26.45,11.16,7.25,1000,500,0,0,0,0,0,0,0,100,0,0,0,,1.37,95.57,,,,,4.43,3.6642,41.3793
Tata Gold E T F FoF Reg (G),Tata Mutual Fund,607,19-01-2024,-1.8,0.48,1.99,-5.53,21.56,29.18,61.88,,,,,,,,,41.2,4,Others: FoFs Domestic,18.8023,,,,,,,Tapan Patel,,,,1000,150,0,0,0,0,0,0.5% for redemption within 7 days,0,0.28,99.72,0,0,,0.72,,,,,,0.28,,
Tata Housing Opportunities Fund Reg (G),Tata Mutual Fund,539,02-09-2022,0.08,0.66,-0.32,-0.53,3.11,4.89,2.01,9.91,15.1,,,,,,,14.27,0,Equity: Thematic,15.3482,-0.5,1.01,15.52,14.92,0.62,0.86,Aditya Bagul,,,,1000,100,46.91,20.71,24.88,4.04,33.24,1% for redemption within 30 days,92.5,6.48,0,0,1.02,,2.37,,,,,,6.48,,
Tata Income Plus Arbitrage Active FoF Reg (G),Tata Mutual Fund,329,22-05-2025,0.02,0.05,0.27,0.33,1.37,2.28,,,,,,,,,,4.3,0,Others: FoFs Domestic,10.2284,,,,,,,Murthy Nagarajan,5.95,4.04,7.18,5000,500,0,0,0,0,0,0.25% for redemption within 30 days,0,100,0,0,0,,0.6,,,,,100.02,-0.02,,
Tata India Consumer Fund Reg Plan (G),Tata Mutual Fund,2660,28-12-2015,1.07,2.44,0.65,0.44,4.82,6.8,6.5,17.18,19.56,19.58,15.24,,,,,16.82,3,Equity: Thematic,46.5578,0.96,0.81,17.61,14.11,0.8,0.99,Sonam Udasi,,,,1000,100,43.61,23.23,26.89,9.23,46.54,0.25% for redemption within 30 days,93.73,6.27,0,0,0,,1.95,,,,,,6.27,,
Tata India Innovation Fund Reg (G),Tata Mutual Fund,1732,28-11-2024,0.74,1.24,0.05,0.64,2.64,6.15,-0.04,,,,,,,,,-0.04,0,Equity: Thematic,9.9958,,,,,,,Hasmukh Vishariya,,,,1000,100,38.94,17.65,34.72,4.73,35.6,0.5% for redemption within 30 days,91.31,7.69,0,0,1,,2.04,,,,,,7.69,,
Tata India Pharma & HealthCare Fund Reg Plan (G),Tata Mutual Fund,1325,28-12-2015,0.06,0.49,0.68,-0.21,-0.34,4.59,5.05,20.89,22.32,17.76,19.48,,,,,12.09,3,Equity: Sectoral,30.9307,-1.41,0.97,20.92,16.04,0.91,1.46,Rajat Srivastava,,,,1000,100,40.29,19.69,38.49,6.6,44.66,0.25% for redemption within 30 days,98.47,1.53,0,0,0,,2.1,,,,,,1.53,,
Tata Infrastructure Fund (G),Tata Mutual Fund,2136,31-12-2004,0.39,0.68,-0.57,0.42,2.31,1.47,-3.89,13.76,18.54,26.19,18.49,15.27,10.68,13.45,,14.59,1,Equity: Sectoral,170.8767,-1.25,0.61,19.14,17.34,0.74,0.96,Abhinav Sharma,,,,1000,100,31.36,20.74,45.23,3.59,29.3,0.25% for redemption within 30 days,97.33,1.75,0,0,0.92,,2.08,,,,,,1.75,13.134,44.1137
Tata Large & Mid Cap Fund (G),Tata Mutual Fund,8829,31-03-1993,0.39,0.57,-0.13,0.79,2.48,2.17,3.87,13.48,13.59,17.62,15.78,13.62,12.73,14.01,,20.64,3,Equity: Large & Mid Cap,528.3399,-1.07,0.94,13.89,12.58,0.61,0.99,Chandraprakash Padiyar,,,,1000,100,41.78,36.2,16.07,3.29,26.23,0.5% for redemption within 30 days,94.05,5.95,0,0,0,,1.76,,,,,,5.95,12.8562,43.4371
Tata Large Cap Fund Reg (G),Tata Mutual Fund,2790,07-05-1998,0.51,1.31,0.52,1.06,6.97,4.93,9.48,16.65,14.71,17.57,14.49,12.64,11.06,13.76,16.13,17.62,4,Equity: Large Cap,522.2533,0.16,0.98,14.83,12.18,0.7,1.1,Abhinav Sharma,,,,1000,100,82.37,5.82,8.98,3.49,26.76,0.5% for redemption within 30 days,97.17,2.83,0,0,0,,1.99,,,,,,2.83,11.7802,45.3315
Tata Liquid Fund (G),Tata Mutual Fund,22366,01-09-2004,0.01,0.11,0.24,0.47,1.44,2.98,6.65,6.99,6.96,5.67,5.68,6.15,7.13,7.09,,7,3,Debt: Liquid,4202.8324,1.12,0.37,6.76,0.17,2.95,3.96,Amit Somani,0.11,0.11,5.94,1000,500,0,0,0,0,0,Exit load of 0.0070% if redeemed within 1 day 0.0065% if redeemed within 2 days 0.0060% if redeemed within 3 days 0.0055% if redeemed within 4 days 0.0050% if redeemed within 5 days 0.0045% if redeemed within 6 days.,0,100,0,0,0,,0.31,20.28,,0.67,79.14,,-0.09,0.0922,0.366
Tata Mid Cap Fund Reg (G),Tata Mutual Fund,5283,01-07-1994,0.61,1.26,1.83,3.65,6.52,9.4,7.89,18.19,22.06,23.07,19.82,16.17,16.09,16.11,,20.43,3,Equity: Mid Cap,450.4298,-0.47,0.9,20.38,14.55,0.97,1.36,Satish Chandra Mishra,,,,1000,100,10.99,69,15.4,3.97,29.77,0.5% for redemption within 30 days,95.39,4.61,0,0,0,,1.84,,,,,,4.61,14.1588,42.7605
Tata Money Market Fund (G),Tata Mutual Fund,38053,21-05-2003,0.05,0.12,0.29,0.5,1.54,3.3,7.61,7.62,7.54,6.17,6.6,5.97,6.98,6.96,,6.76,4,Debt: Money Market,4842.8598,2.54,0.87,7.32,0.32,3.25,6.76,Amit Somani,0.45,0.45,6.22,1000,500,0,0,0,0,0,0,0,100,0,0,0,,0.4,14.04,,,84.59,,1.37,4.2959,4.3423
Tata Multi Asset Allocation Fund Reg (G),Tata Mutual Fund,4479,04-03-2020,0.17,0.82,0.91,0.82,6.57,8.41,13.39,16.98,15.05,16.27,,,,,,17.18,2,Hybrid: Multi-Asset,24.9233,0.92,0.85,14.37,7.71,1.05,1.61,Sailesh Jain,2.91,2.14,6.79,0,100,36.5,7.12,15,3.18,24.04,0.5% for redemption within 30 days,58.63,31.85,5.52,0,4,,1.83,9.19,0.95,,3.54,5.62,6.23,,
Tata Multicap Fund Reg (G),Tata Mutual Fund,3214,02-02-2023,0.55,1.69,1.37,2.75,5.77,7.38,5.12,11.54,,,,,,,,15.13,0,Equity: Multi Cap,14.8205,,,,,,,Hasmukh Vishariya,,,,1000,200,42.54,26.73,27.03,3.21,22.19,0.5% for redemption within 30 days,96.3,2.98,0,0,0.72,,1.88,,,,,,2.98,,
Tata Nifty 50 Index Fund Regular Plan,Tata Mutual Fund,1481,25-02-2003,0.39,1.69,1.14,1.23,5.63,4.62,11.21,15.42,12.9,15.71,14.08,13.25,10.6,12.38,,14.8,3,Equity: Index,161.9241,-1.3,0.95,13.11,11.67,0.59,0.97,Nitin Bharat Sharma,,,,1000,150,99.54,0,0.44,3.6,24.11,0.25% for redemption within 7 days,99.98,0.02,0,0,0,,0.52,,,,,,0.02,11.9116,47.3613
Tata Nifty Auto Index Fund Reg (G),Tata Mutual Fund,98,26-04-2024,0.79,2.14,2.29,0.68,13.56,14.89,19.37,,,,,,,,,14.36,0,Equity: Index,12.3315,,,,,,,Nitin Bharat Sharma,,,,1000,100,73.8,21.65,4.49,4.96,28.51,0.25% for redemption within 15 days,99.94,0.06,0,0,0,,1.11,,,,,,0.06,,
Tata Nifty Capital Markets Index Fund Reg (G),Tata Mutual Fund,390,24-10-2024,0.27,2.11,4.51,2.18,7.2,16.33,30.37,,,,,,,,,26.09,0,Equity: Index,12.8029,,,,,,,Nitin Bharat Sharma,,,,1000,100,0,66.15,33.85,8.17,37.52,0.25% for redemption within 15 days,100,0,0,0,0,,1.11,,,,,,,,
Tata Nifty Financial Services Index Fund Reg (G),Tata Mutual Fund,86,26-04-2024,0.55,1.23,1.83,0.32,4.72,4.62,18.46,,,,,,,,,17.37,0,Equity: Index,12.8418,,,,,,,Nitin Bharat Sharma,,,,1000,100,94.7,5.3,0,2.64,18.59,0.25% for redemption within 15 days,100,0,0,0,0,,1.11,,,,,,,,
Tata Nifty G-Sec Dec 2026 Index Fund Reg (G),Tata Mutual Fund,94,16-01-2023,0.04,0.11,0.31,0.42,1.38,2.91,7.39,7.53,,,,,,,,7.22,0,Debt: Medium to Long Duration,12.1878,,,,,,,Amit Somani,1.19,1.14,5.76,1000,500,0,0,0,0,0,0,0,100,0,0,0,,0.45,94.58,,,,,5.42,,
Tata Nifty G-Sec Dec 2029 Index Fund Reg (G),Tata Mutual Fund,163,13-01-2023,0.09,0.04,0.31,0.37,1.75,2.5,8.96,8.72,,,,,,,,8.15,0,Debt: Medium to Long Duration,12.4999,,,,,,,Amit Somani,3.84,3.37,6.39,1000,500,0,0,0,0,0,0,0,100,0,0,0,,0.46,95.96,,,,,4.04,,
Tata Nifty India Digital E T F FoF (G),Tata Mutual Fund,130,13-04-2022,1.31,2.4,1.57,3,6.45,7.1,2.79,17.09,18.44,,,,,,,12.06,0,Equity: Sectoral,15.0666,9.42,0.71,18.57,16.03,0.77,1.12,Nitin Bharat Sharma,,,,0,0,55.1,41.12,3.73,0,0,"For units in excess of 12% of the investment, 1% will be charged for redemption within 365 days",99.94,0.06,0,0,0,,0.49,,,,,,0.06,,
Tata Nifty India Tourism Index Fund Reg (G),Tata Mutual Fund,310,24-07-2024,0.19,1.94,-0.42,-0.86,-3.73,-4.14,8.27,,,,,,,,,0.73,0,Equity: Index,10.0964,,,,,,,Nitin Bharat Sharma,,,,1000,100,40.43,38.49,21.06,11.1,58.2,0.25% for redemption within 15 days,99.98,0.02,0,0,0,,1.1,,,,,,0.02,,
Tata Nifty Midcap 150 Index Fund Reg (G),Tata Mutual Fund,159,19-06-2025,0.66,1.59,1.98,3.18,6.72,,,,,,,,,,,14.45,0,Equity: Index,10.641,,,,,,,Nitin Bharat Sharma,,,,1000,500,4.02,92.79,3.09,4,32.22,0.25% for redemption within 15 days,99.89,0.11,0,0,0,,1.06,,,,,,0.11,,
Tata Nifty Midcap 150 Momentum 50 Index Fund Reg (G),Tata Mutual Fund,1014,20-10-2022,0.79,1.96,2.82,3.01,5.05,4.47,2.75,18.25,22.31,,,,,,,21.78,2,Equity: Index,18.3476,-3.4,1.08,20.33,18.05,0.78,1.04,Nitin Bharat Sharma,,,,1000,150,13.87,85.47,0.66,5.47,34.26,0.5% for redemption within 30 days,100,0,0,0,0,,1.05,,,,,,,,
Tata Nifty MidSmall Healthcare Index Fund Reg (G),Tata Mutual Fund,160,26-04-2024,0.74,1.16,1.21,0.63,-0.09,7.35,7.57,,,,,,,,,18.23,0,Equity: Index,12.9895,,,,,,,Nitin Bharat Sharma,,,,1000,100,13.88,52.37,33.75,5.61,43.27,0.25% for redemption within 15 days,100,0,0,0,0,,1.11,,,,,,,,
Tata Nifty Next 50 Index Fund Reg (G),Tata Mutual Fund,124,01-10-2025,0.52,0.73,0.43,1.16,0,,,,,,,,,,,17.07,0,Equity: Index,10.289,,,,,,,Nitin Sharma,,,,0,0,90.69,6.64,2.67,3.68,21.6,0.25% for redemption within 15 days,100,0,0,0,0,,1.07,,,,,,,,
Tata Nifty Realty Index Fund Reg (G),Tata Mutual Fund,54,26-04-2024,0.44,0.1,-0.3,1.14,7.74,3.45,-0.96,,,,,,,,,-2.46,0,Equity: Index,9.619,,,,,,,Nitin Bharat Sharma,,,,1000,100,35.27,49.85,14.88,4.67,45.4,0.25% for redemption within 15 days,100,0,0,0,0,,1.11,,,,,,,,
Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund (G),Tata Mutual Fund,781,30-03-2022,0.05,0.1,0.24,0.49,1.48,2.97,8.17,8.23,7.63,,,,,,,6.78,0,Debt: Medium to Long Duration,12.6955,7.22,3.44,7.57,1.19,1.09,1.85,Amit Somani,2.17,2,6.47,1000,500,0,0,0,0,0,0,0,100,0,0,0,,0.47,59.17,,,36.42,,4.41,,
Tata Nifty200 Alpha 30 Index Reg (G),Tata Mutual Fund,208,05-09-2024,0.92,2.01,2.27,1.02,3.66,6.04,1.48,,,,,,,,,-10.34,0,Equity: Index,8.7723,,,,,,,Nitin Bharat Sharma,,,,1000,100,45.82,54.18,0,5.46,33.6,0.25% for redemption within 15 days,100,0,0,0,0,,1.11,,,,,,,,
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund Reg (G),Tata Mutual Fund,127,26-04-2024,0.39,1.19,0.65,1.85,7.98,7.65,11.35,,,,,,,,,11.22,0,Equity: Index,11.8065,,,,,,,Nitin Bharat Sharma,,,,1000,100,51.83,30.07,18.1,3.69,29.11,0.25% for redemption within 15 days,100,0,0,0,0,,1.11,,,,,,,,
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund Reg (G),Tata Mutual Fund,79,26-04-2024,0.49,1.98,0.62,2.69,6.42,4.96,10.18,,,,,,,,,6.93,0,Equity: Index,11.1033,,,,,,,Nitin Bharat Sharma,,,,1000,100,52.24,30.11,17.65,3.4,28.05,0.25% for redemption within 15 days,100,0,0,0,0,,1.11,,,,,,,,
Tata Overnight Fund (G),Tata Mutual Fund,4302,27-03-2019,0.01,0.1,0.21,0.43,1.34,2.69,5.89,6.25,6.33,5.25,,,,,,5.01,3,Debt: Overnight,1384.6943,0.12,0.13,6.17,0.14,-0.74,-1.11,Amit Somani,0.01,0.01,5.48,0,500,0,0,0,0,0,0,0,100,0,0,0,,0.18,2.32,,,,,97.68,,
Tata Resources & Energy Fund Reg Plan (G),Tata Mutual Fund,1232,28-12-2015,0.05,0.17,-0.62,0.88,3.94,4.26,9.2,18.54,17.6,20.72,19.08,,,,,16.74,0,Equity: Thematic,46.2728,5.29,0.61,17.86,15.13,0.77,1.22,Satish Chandra Mishra,,,,1000,150,53.78,12.77,31.73,2.6,21.35,0.25% for redemption within 30 days,98.28,1.72,0,0,0,,2.12,,,,,,1.72,,
Tata Retirement Savings Fund Conservative (G),Tata Mutual Fund,175,01-11-2011,0.12,0.53,0.42,0.15,1.49,1.75,5.32,8.26,8.52,7.17,7.77,7.89,,,,8.6,2,Solution: Retirement Debt,32.0449,-1.49,1.06,8.21,4.33,0.45,0.62,Sonam Udasi,6.3,4.14,6.45,1000,150,14.86,8.67,5,4.58,28.89,1% for redemption within 1829 days,28.53,71.47,0,0,0,,2.17,52.36,,,11.44,,7.67,5.247,44.4138
Tata Retirement Savings Fund Moderate (G),Tata Mutual Fund,2180,01-11-2011,0.31,1.52,0.89,0.34,3.02,3.16,6.2,13.75,14.96,14.06,12.74,12.62,,,,14.24,2,Solution: Retirement Equity,65.5686,0.12,0.95,14.18,11.24,0.7,0.95,Sonam Udasi,,,,1000,150,40.68,25.62,17.01,4.54,29.87,1% for redemption within 1829 days,83.31,16.69,0,0,0,,2,10.65,,,3.5,,2.54,9.7584,42.8958
Tata Retirement Savings Fund Progresive (G),Tata Mutual Fund,2117,01-11-2011,0.28,1.73,0.78,0.12,2.76,2.48,4.62,14.15,15.84,14.86,13.57,13.52,,,,14.32,2,Solution: Retirement Equity,66.1653,-0.24,0.94,15.17,13.38,0.67,0.87,Sonam Udasi,,,,1000,150,48.37,28.74,18.88,4.54,29.52,1% for redemption within 1829 days,95.99,4.01,0,0,0,,1.99,,,,,,4.01,12.9073,43.0311
Tata Short Term Bond Fund Reg (G),Tata Mutual Fund,3436,08-08-2002,0.02,0.02,0.25,0.34,1.34,2.25,7.34,7.32,7.05,5.3,6.57,5.95,7.01,7.17,,7.04,2,Debt: Short Duration,48.8917,5.52,2.83,6.93,1.05,0.63,1.03,Amit Somani,3.41,2.82,6.82,1000,500,0,0,0,0,0,0,0,99.97,0,0,0.03,,1.18,25.4,,,69.25,0.18,5.14,2.8925,28.1379
Tata Silver E T F FoF Reg (G),Tata Mutual Fund,414,19-01-2024,-2.8,2.61,4.48,-8.3,31.65,57.2,70.48,,,,,,,,,47.71,0,Others: FoFs Domestic,20.419,,,,,,,Tapan Patel,,,,1000,150,0,0,0,0,0,0.5% for redemption within 7 days,0,1.63,0,0,98.37,,0.63,,,,,1.6,0.03,,
Tata Smallcap Fund Reg (G),Tata Mutual Fund,11792,12-11-2018,0.62,-0.38,-2.24,-1.43,-2.14,0.72,-6.94,12.9,18.15,26.77,21.18,,,,,20.93,4,Equity: Small Cap,38.4437,0.53,0.79,19.29,16.07,0.81,1.15,Chandraprakash Padiyar,,,,0,100,0,7.36,79.57,3.21,34.38,0.5% for redemption within 30 days,86.93,12.98,0,0,0.09,,1.67,,,,,,12.98,,
Tata Treasury Advantage Fund Reg (G),Tata Mutual Fund,3357,06-09-2005,0.04,0.12,0.29,0.5,1.53,3.17,7.41,7.39,7.19,5.79,5.61,6.16,7.17,7.15,,6.94,4,Debt: Low Duration,4027.5297,2.5,1.04,6.97,0.38,1.86,3.25,Akhil Mittal,1.01,0.88,6.38,1000,500,0,0,0,0,0,0,0,100,0,0,0,,0.57,14.81,,,82.9,,2.29,3.1868,12.9477
Tata Ultra Short Term Fund (G),Tata Mutual Fund,5491,22-01-2019,0.04,0.11,0.27,0.47,1.44,3.01,6.78,6.83,6.7,5.38,,,,,,5.58,3,Debt: Ultra Short Duration,14.4888,1.29,0.6,6.52,0.23,1.11,2.12,Amit Somani,0.42,0.4,6.39,0,150,0,0,0,0,0,0,0,100,0,0,0,,1.15,8.86,0.74,16.1,71.65,,2.65,,
Tata Value Fund Reg (G),Tata Mutual Fund,8882,29-06-2004,0.84,2.02,2.52,2.65,7.21,6.84,5.76,18.82,20.05,20.16,16.13,15.73,14.07,16.05,,18.23,2,Equity: Value,364.4721,2.46,1.03,18.72,14.01,0.89,1.31,Sonam Udasi,,,,1000,100,57.33,20.05,17.24,2.96,16.58,0.5% for redemption within 30 days,94.62,5.38,0,0,0,,1.79,,,,,,5.38,13.8646,42.8958
Taurus Banking & Financial Services (G),Taurus Mutual Fund,12,22-05-2012,0.79,1.05,1.4,0.31,3.99,4.03,13.12,15.69,13.18,14.93,13.63,13.35,,,,13.52,2,Equity: Sectoral,55.79,2.11,0.93,13.9,12.54,0.61,1.23,Anuj Kapil,,,,500,500,84.32,5.91,7.97,2.11,13.43,1% for redemption within 365 days,98.2,1.8,0,0,0,,2.43,,,,,,1.8,15.4564,47.7027
Taurus ELSS Tax Saver Fund (G),Taurus Mutual Fund,79,31-03-1996,0.83,1.08,0.76,0.71,2.4,3.95,5.5,16.36,16.77,17.1,14.31,13.87,10.98,12.39,13.88,13.56,4,Equity: ELSS,189.85,2.56,0.78,16.35,11.45,0.88,1.4,Anuj Kapil,,,,500,500,67.32,10.17,18.65,3.17,18.59,0,96.14,3.86,0,0,0,,2.44,,,,,,3.86,13.5311,42.4324
Taurus Ethical Fund (G),Taurus Mutual Fund,354,06-04-2009,0.61,1.7,1.11,2.31,4.9,3.66,1.11,13.97,14.09,15.96,14.8,12.73,11.58,,,16.65,0,Equity: Thematic,129.76,-2.13,0.99,13.7,14.3,0.52,0.74,Anuj Kapil,,,,500,500,45.97,39.86,13.09,3.84,23.06,1% for redemption within 365 days,98.92,1.08,0,0,0,,2.39,,,,,,1.08,11.6894,44.0541
Taurus Flexi Cap Fund (G),Taurus Mutual Fund,364,29-01-1994,1.16,2.02,1.54,1.89,5.13,4.32,4.58,14.15,14.69,15.91,11.78,10.35,9.34,11.83,,14.06,2,Equity: Flexi Cap,231.78,-1.25,0.98,14.51,13.64,0.6,0.86,Anuj Kapil,,,,500,500,63.34,11.23,22.51,2.61,18,1% for redemption within 365 days,97.08,2.92,0,0,0,,2.64,,,,,,2.92,13.5704,44.0541
Taurus Infrastructure Fund (G),Taurus Mutual Fund,10,05-03-2007,0.46,1.37,-0.27,0.49,4.94,5.45,5.95,16.16,19.41,22.31,16.36,15.4,10.53,,,10.96,1,Equity: Sectoral,69.47,-0.06,0.57,19.45,16.3,0.81,1.17,Anuj Kapil,,,,500,500,58.36,9.59,30.76,2.55,23.86,1% for redemption within 365 days,98.71,1.29,0,0,0,,2.48,,,,,,1.29,14.9738,41.6216
Taurus Large Cap Fund (G),Taurus Mutual Fund,52,28-02-1995,0.53,1.56,1.16,1.98,5.7,5.77,8.46,17.34,14.32,15.71,12.8,10.46,8.96,10.16,,12.88,2,Equity: Large Cap,164.02,-0.5,1.04,14.7,13.77,0.61,0.87,Anuj Kapil,,,,500,500,89.44,4.83,4.23,2.69,17.66,1% for redemption within 365 days,98.49,1.51,0,0,0,,2.59,,,,,,1.51,12.9949,45.1351
